kode_bps,nama_bps,kode_dagri,nama_dagri
1211082,MERDEKA,12.06.15,MERDEKA
1211090,KABANJAHE,12.06.01,KABANJAHE
1211100,BERASTAGI,12.06.02,BERASTAGI
1211110,TIGAPANAH,12.06.04,TIGAPANAH
1211111,DOLAT RAYAT,12.06.14,DOLAT RAYAT
1211120,MEREK,12.06.05,MEREK
1211130,BARUSJAHE,12.06.03,BARUSJAHE
1212010,GUNUNG MERIAH,12.07.01,GUNUNG MERIAH
1212020,SINEMBAH TANJUNG MUDA HULU,12.07.20,STM HULU
1212030,SIBOLANGIT,12.07.03,SIBOLANGIT
1212040,KUTALIMBARU,12.07.04,KUTALIMBARU
1212050,PANCUR BATU,12.07.05,PANCUR BATU
1212060,NAMO RAMBE,12.07.06,NAMORAMBE
1212070,BIRU-BIRU,12.07.07,SIBIRU-BIRU
1212080,SINEMBAH TANJUNG MUDA HILIR,12.07.08,STM HILIR
1212090,BANGUN PURBA,12.07.09,BANGUN PURBA
1212190,GALANG,12.07.19,GALANG
1212200,TANJUNG MORAWA,12.07.02,TANJUNG MORAWA
1212210,PATUMBAK,12.07.21,PATUMBAK
1212220,DELI TUA,12.07.22,DELI TUA
1212230,SUNGGAL,12.07.23,SUNGGAL
1212240,HAMPARAN PERAK,12.07.24,HAMPARAN PERAK
1212250,LABUHAN DELI,12.07.25,LABUHAN DELI
1212260,PERCUT SEI TUAN,12.07.26,PERCUT SEI TUAN
1212270,BATANG KUIS,12.07.27,BATANG KUIS
1212280,PANTAI LABU,12.07.32,PANTAI LABU
1212290,BERINGIN,12.07.33,BERINGIN
1212300,LUBUK PAKAM,12.07.28,LUBUK PAKAM
1212310,PAGAR MERBAU,12.07.31,PAGAR MERBAU
1213010,BOHOROK,12.05.01,BAHOROK
1213011,SIRAPIT,12.05.21,SIRAPIT
1213020,SALAPIAN,12.05.02,SALAPIAN
1213021,KUTAMBARU,12.05.22,KUTAMBARU
1213030,SEI BINGAI,12.05.04,SEI BINGAI
1213040,KUALA,12.05.03,KUALA
1213050,SELESAI,12.05.06,SELESAI
1213060,BINJAI,12.05.05,BINJAI
1213070,STABAT,12.05.07,STABAT
1213080,WAMPU,12.05.08,WAMPU
1213090,BATANG SERANGAN,12.05.19,BATANG SERANGAN
1213100,SAWIT SEBERANG,12.05.20,SAWIT SEBERANG
1213110,PADANG TUALANG,12.05.12,PADANG TUALANG
1213120,HINAI,12.05.10,HINAI
1213130,SECANGGANG,12.05.09,SECANGGANG
1213140,TANJUNG PURA,12.05.11,TANJUNG PURA
1213150,GEBANG,12.05.13,GEBANG
1213160,BABALAN,12.05.14,BABALAN
1213170,SEI LEPAN,12.05.17,SEI LEPAN
1213180,BRANDAN BARAT,12.05.18,BERANDAN BARAT
1213190,BESITANG,12.05.16,BESITANG
1213200,PANGKALAN SUSU,12.05.15,PANGKALAN SUSU
1213201,PEMATANG JAYA,12.05.23,PEMATANG JAYA
1214010,HIBALA,12.14.04,HIBALA
1214011,TANAH MASA,12.14.31,TANAH MASA
1214020,PULAU-PULAU BATU,12.14.05,PULAU-PULAU BATU
1214021,PULAU-PULAU BATU TIMUR,12.14.16,PULAU-PULAU BATU TIMUR
1214022,SIMUK,12.14.28,SIMUK
1214023,PULAU-PULAU BATU BARAT,12.14.29,PULAU-PULAU BATU BARAT
1214024,PULAU-PULAU BATU UTARA,12.14.30,PULAU-PULAU BATU UTARA
1214030,TELUK DALAM,12.14.06,TELUK DALAM
1214031,FANAYAMA,12.14.18,FANAYAMA
1214032,TOMA,12.14.12,TOMA
1214033,MANIAMOLO,12.14.10,MANIAMOLO
1214034,MAZINO,12.14.13,MAZINO
1214035,LUAHAGUNDRE MANIAMOLO,12.14.32,LUAHAGUNDRE
1214036,ONOLALU,12.14.33,ONOLALU
1214040,AMANDRAYA,12.14.07,AMANDRAYA
1214041,ARAMO,12.14.15,ARAMO
1214042,ULUSUSUA,12.14.24,ULUSUSUA
1214050,LAHUSA,12.14.03,LAHUSA
1214051,SIDUAORI,12.14.25,SIDUA'ORI
1214052,SOMAMBAWA,12.14.26,SOMAMBAWA
1214060,GOMO,12.14.02,GOMO
1214061,SUSUA,12.14.09,SUSUA
1214062,MAZO,12.14.17,MAZO
1214063,UMBUNASI,12.14.14,UMBUNASI
1214064,IDANOTAE,12.14.35,IDANOTAE
1214065,ULU IDANOTAE,12.14.34,ULU IDANOTAE
1214066,BORONADU,12.14.27,BORONADU
1214070,LOLOMATUA,12.14.01,LOLOMATUA
1214071,ULUNOYO,12.14.19,ULUNOYO
1214072,HURUNA,12.14.20,HURUNA
1214080,LOLOWA'U,12.14.08,LOLOWAU
1214081,HILIMEGAI,12.14.11,HILIMEGAI
1214082,OOU,12.14.21,O'O'U
1214083,ONOHAZUMBA,12.14.22,ONOHAZUMBA
1214084,HILISALAWAAHE,12.14.23,HILISALAWA'AHE
1215010,PAKKAT,12.16.09,PAKKAT
1215020,ONAN GANJANG,12.16.08,ONAN GANJANG
1215030,SIJAMA POLANG,12.16.07,SIJAMAPOLANG
1215040,DOLOK SANGGUL,12.16.06,DOLOK SANGGUL
1215050,LINTONG NIHUTA,12.16.05,LINTONG NIHUTA
1215060,PARANGINAN,12.16.04,PARANGINAN
1215070,BAKTI RAJA,12.16.03,BAKTIRAJA
1215080,POLLUNG,12.16.02,POLLUNG
1215090,PARLILITAN,12.16.01,PARLILITAN
1215100,TARA BINTANG,12.16.10,TARABINTANG
1216010,SALAK,12.15.03,SALAK
1216011,SITELLU TALI URANG JEHE,12.15.01,SITELU TALI URANG JEHE
1216012,PAGINDAR,12.15.06,PAGINDAR
1216013,SITELLU TALI URANG JULU,12.15.04,SITELU TALI URANG JULU
1216014,PERGETTENG-GETTENG SENGKUT,12.15.05,PERGETTENG GETTENG
1216020,KERAJAAN,12.15.02,KERAJAAN
1216021,TINADA,12.15.07,TINADA
1216022,SIEMPAT RUBE,12.15.08,SIEMPAT RUBE
1217010,SIANJUR MULAMULA,12.17.06,SIANJAR MULA MULA
1217020,HARIAN,12.17.05,HARIAN
1217030,SITIOTIO,12.17.09,SITIO-TIO
1217040,ONAN RUNGGU,12.17.02,ONAN RUNGGU
1217050,NAINGGOLAN,12.17.03,NAINGGOLAN
1217060,PALIPI,12.17.04,PALIPI
1217070,RONGGUR NIHUTA,12.17.07,RONGGUR NIHUTA
1217080,PANGURURAN,12.17.08,PANGURURAN
1217090,SIMANINDO,12.17.01,SIMANINDO
1218010,KOTARIH,12.18.10,KOTARIH
1218011,SILINDA,12.18.11,SILINDA
1218012,BINTANG BAYU,12.18.17,BINTANG BAYU
1218020,DOLOK MASIHUL,12.18.09,DOLOK MASIHUL
1218021,SERBAJADI,12.18.12,SERBA JADI
1218030,SIPISPIS,12.18.08,SIPISPIS
1218040,DOLOK MERAWAN,12.18.07,DOLOK MERAWAN
1218050,TEBINGTINGGI,12.18.13,TEBING TINGGI
1218051,TEBING SYAHBANDAR,12.18.16,TEBING SYAHBANDAR
1218060,BANDAR KHALIPAH,12.18.06,BANDAR KHALIPAH
1218070,TANJUNG BERINGIN,12.18.05,TANJUNG BERINGIN
1218080,SEI RAMPAH,12.18.04,SEI RAMPAH
1218081,SEI BAMBAN,12.18.15,SEI BAMBAN
1218090,TELUK MENGKUDU,12.18.03,TELUK MENGKUDU
1218100,PERBAUNGAN,12.18.02,PERBAUNGAN
1218101,PEGAJAHAN,12.18.14,PEGAJAHAN
1218110,PANTAI CERMIN,12.18.01,PANTAI CERMIN
1219010,SEI BALAI,12.19.07,SEI BALAI
1219020,TANJUNG TIRAM,12.19.06,TANJUNG TIRAM
1219021,NIBUNG HANGUS,12.19.12,NIBUNG HANGUS
1219030,TALAWI,12.19.05,TALAWI
1219031,DATUK TANAH DATAR,12.19.11,DATUK TANAH DATAR
1219040,LIMAPULUH,12.19.04,LIMA PULUH
1219041,LIMA PULUH PESISIR,12.19.09,LIMA PULUH PESISIR
1219042,DATUK LIMA PULUH,12.19.10,DATUK LIMA PULUH
1219050,AIR PUTIH,12.19.03,AIR PUTIH
1219060,SEI SUKA,12.19.02,SEI SUKA
1219061,LAUT TADOR,12.19.08,LAUT TADOR
1219070,MEDANG DERAS,12.19.01,MEDANG DERAS
1220010,BATANG ONANG,12.20.07,BATANG ONANG
1220020,PADANG BOLAK JULU,12.20.05,PADANG BOLAK JULU
1220030,PORTIBI,12.20.06,PORTIBI
1220040,PADANG BOLAK,12.20.04,PADANG BOLAK
1220041,PADANG BOLAK TENGGARA,12.20.10,PADANG BOLAK TENGGARA
1220050,SIMANGAMBAT,12.20.08,SIMANGAMBAT
1220051,UJUNG BATU,12.20.12,UJUNG BATU
1220060,HALONGONAN,12.20.03,HALONGONAN
1220061,HALONGONAN TIMUR,12.20.11,HALONGONAN TIMUR
1220070,DOLOK,12.20.02,DOLOK
1220080,DOLOK SIGOMPULON,12.20.01,DOLOK SIGOMPULON
1220090,HULU SIHAPAS,12.20.09,HULU SIHAPAS
1221010,SOSOPAN,12.21.01,SOSOPAN
1221020,ULU BARUMUN,12.21.06,ULU BARUMUN
1221030,BARUMUN,12.21.07,BARUMUN
1221031,BARUMUN SELATAN,12.21.10,BARUMUN SELATAN
1221040,LUBUK BARUMUN,12.21.04,LUBUK BARUMUN
1221051,ULU SOSA,12.21.08,SOSA
1221060,BATANG LUBU SUTAM,12.21.09,BATANG LUBU SUTAM
1221070,HUTA RAJA TINGGI,12.21.05,HUTA RAJA TINGGI
1221080,HURISTAK,12.21.03,HURISTAK
1221093,BARUMUN BARAT,12.21.02,BARUMUN TENGAH
1221091,AEK NABARA BARUMUN,12.21.11,AEK NABARA BARUMUN
1222010,SUNGAI KANAN,12.22.04,SUNGAI KANAN
1222020,TORGAMBA,12.22.03,TORGAMBA
1222030,KOTA PINANG,12.22.01,KOTAPINANG
1222040,SILANGKITANG,12.22.05,SILANGKITANG
1222050,KAMPUNG RAKYAT,12.22.02,KAMPUNG RAKYAT
1223010,NA IX-X,12.23.06,NA IX - X
1223020,MARBAU,12.23.05,MARBAU
1223030,AEK KUO,12.23.04,AEK KUO
1223040,AEK NATAS,12.23.07,AEK NATAS
1223050,KUALUH SELATAN,12.23.08,KUALUH SELATAN
1223060,KUALUH HILIR,12.23.03,KUALUH HILIR
1223070,KUALUH HULU,12.23.01,KUALUH HULU
1223080,KUALUH LEIDONG,12.23.02,KUALUH LEIDONG
1224010,TUGALA OYO,12.24.08,TUGALA OYO
1224020,ALASA,12.24.07,ALASA
1224030,ALASA TALU MUZOI,12.24.06,ALASA TALUMUZOI
1224040,NAMOHALU ESIWA,12.24.05,NAMOHALU ESIWA
1224050,SITOLU ORI,12.24.04,SITOLU ORI
1224060,TUHEMBERUA,12.24.03,TUHEMBERUA
1224070,SAWO,12.24.02,SAWO
1224080,LOTU,12.24.01,LOTU
1224090,LAHEWA TIMUR,12.24.11,LAHEWA TIMUR
1224100,AFULU,12.24.09,AFULU
1224110,LAHEWA,12.24.10,LAHEWA
1225010,SIROMBU,12.25.02,SIROMBU
1225020,LAHOMI,12.25.01,LAHOMI
1225030,ULU MORO O,12.25.08,ULU MORO'O
1225040,LOLOFITU MOI,12.25.07,LOLOFITU MOI
1225050,MANDREHE UTARA,12.25.06,MANDREHE UTARA
1225060,MANDREHE,12.25.05,MANDREHE
1225070,MANDREHE BARAT,12.25.03,MANDREHE BARAT
1225080,MORO O,12.25.04,MORO'O
1271010,SIBOLGA UTARA,12.73.01,SIBOLGA UTARA
1271020,SIBOLGA KOTA,12.73.02,SIBOLGA KOTA
1271030,SIBOLGA SELATAN,12.73.03,SIBOLGA SELATAN
1271031,SIBOLGA SAMBAS,12.73.04,SIBOLGA SAMBAS
1272010,DATUK BANDAR,12.74.05,DATUK BANDAR
1272011,DATUK BANDAR TIMUR,12.74.06,DATUK BANDAR TIMUR
1272020,TANJUNG BALAI SELATAN,12.74.01,TANJUNG BALAI SELATAN
1272030,TANJUNG BALAI UTARA,12.74.02,TANJUNG BALAI UTARA
1272040,SEI TUALANG RASO,12.74.03,SEI TUALANG RASO
1272050,TELUK NIBUNG,12.74.04,TELUK NIBUNG
1273010,SIANTAR MARIHAT,12.72.05,SIANTAR MARIHAT
1273011,SIANTAR MARIMBUN,12.72.08,SIANTAR MARIMBUN
1273020,SIANTAR SELATAN,12.72.04,SIANTAR SELATAN
1273030,SIANTAR BARAT,12.72.02,SIANTAR BARAT
1273040,SIANTAR UTARA,12.72.03,SIANTAR UTARA
1273050,SIANTAR TIMUR,12.72.01,SIANTAR TIMUR
1273060,SIANTAR MARTOBA,12.72.06,SIANTAR MARTOBA
1273061,SIANTAR SITALASARI,12.72.07,SIANTAR SITALASARI
1274010,PADANG HULU,12.76.01,PADANG HULU
1274011,TEBING TINGGI KOTA,12.76.05,TEBING TINGGI KOTA
1274020,RAMBUTAN,12.76.02,RAMBUTAN
1274021,BAJENIS,12.76.04,BAJENIS
1274030,PADANG HILIR,12.76.03,PADANG HILIR
1275010,MEDAN TUNTUNGAN,12.71.07,MEDAN TUNTUNGAN
1275020,MEDAN JOHOR,12.71.11,MEDAN JOHOR
1275030,MEDAN AMPLAS,12.71.09,MEDAN AMPLAS
1275040,MEDAN DENAI,12.71.04,MEDAN DENAI
1275050,MEDAN AREA,12.71.10,MEDAN AREA
1275060,MEDAN KOTA,12.71.01,MEDAN KOTA
1275070,MEDAN MAIMUN,12.71.15,MEDAN MAIMUN
1275080,MEDAN POLONIA,12.71.16,MEDAN POLONIA
1275090,MEDAN BARU,12.71.17,MEDAN BARU
1275100,MEDAN SELAYANG,12.71.21,MEDAN SELAYANG
1275110,MEDAN SUNGGAL,12.71.02,MEDAN SUNGGAL
1275120,MEDAN HELVETIA,12.71.03,MEDAN HELVETIA
1275130,MEDAN PETISAH,12.71.19,MEDAN PETISAH
1275140,MEDAN BARAT,12.71.05,MEDAN BARAT
1275150,MEDAN TIMUR,12.71.20,MEDAN TIMUR
1275160,MEDAN PERJUANGAN,12.71.18,MEDAN PERJUANGAN
1275170,MEDAN TEMBUNG,12.71.14,MEDAN TEMBUNG
1275180,MEDAN DELI,12.71.06,MEDAN DELI
1275190,MEDAN LABUHAN,12.71.13,MEDAN LABUHAN
1275200,MEDAN MARELAN,12.71.12,MEDAN MARELAN
1275210,MEDAN BELAWAN,12.71.08,MEDAN BELAWAN
1276010,BINJAI SELATAN,12.75.05,BINJAI SELATAN
1276020,BINJAI KOTA,12.75.02,BINJAI KOTA
1276030,BINJAI TIMUR,12.75.04,BINJAI TIMUR
1276040,BINJAI UTARA,12.75.01,BINJAI UTARA
1276050,BINJAI BARAT,12.75.03,BINJAI BARAT
1277010,PADANGSIDIMPUAN TENGGARA,12.77.05,PADANGSIDIMPUAN TENGGARA
1277020,PADANGSIDIMPUAN SELATAN,12.77.02,PADANGSIDIMPUAN SELATAN
1277030,PADANGSIDIMPUAN BATUNADUA,12.77.03,PADANGSIDIMPUAN BATUNADUA
1277040,PADANGSIDIMPUAN UTARA,12.77.01,PADANGSIDIMPUAN UTARA
1277050,PADANGSIDIMPUAN HUTAIMBARU,12.77.04,PADANGSIDIMPUAN HUTAIMBARU
1277051,PADANGSIDIMPUAN ANGKOLA JULU,12.77.06,PADANGSIDIMPUAN ANGKOLA JULU
1278010,GUNUNGSITOLI IDANOI,12.78.04,GUNUNGSITOLI IDANOI
1278020,GUNUNGSITOLI SELATAN,12.78.02,GUNUNGSITOLI SELATAN
1278030,GUNUNGSITOLI BARAT,12.78.06,GUNUNGSITOLI BARAT
1278040,GUNUNG SITOLI,12.78.01,GUNUNGSITOLI
1278050,GUNUNGSITOLI ALO OA,12.78.05,GUNUNGSITOLI ALO'OA
1278060,GUNUNGSITOLI UTARA,12.78.03,GUNUNGSITOLI UTARA
1301011,PAGAI SELATAN,13.09.10,PAGAI SELATAN
1301012,SIKAKAP,13.09.09,SIKAKAP
1301013,PAGAI UTARA,13.09.01,PAGAI UTARA
1301021,SIPORA SELATAN,13.09.02,SIPORA SELATAN
1301022,SIPORA UTARA,13.09.08,SIPORA UTARA
1301030,SIBERUT SELATAN,13.09.03,SIBERUT SELATAN
1301031,SEBERUT BARAT DAYA,13.09.06,SIBERUT BARAT DAYA
1301032,SIBERUT TENGAH,13.09.07,SIBERUT TENGAH
1301040,SIBERUT UTARA,13.09.04,SIBERUT UTARA
1301041,SIBERUT BARAT,13.09.05,SIBERUT BARAT
1302011,SILAUT,13.01.15,SILAUT
1302012,LUNANG,13.01.10,LUNANG
1302020,BASA AMPEK BALAI TAPAN,13.01.11,BASA AMPEK BALAI
1302021,RANAH AMPEK HULU TAPAN,13.01.14,RANAH AMPEK HULU
1302030,PANCUNG SOAL,13.01.01,PANCUNG SOAL
1302031,AIRPURA,13.01.13,AIRPURA
1302040,LINGGO SARI BAGANTI,13.01.09,LINGGO SARI BAGANTI
1302050,RANAH PESISIR,13.01.02,RANAH PESISIR
1302060,LENGAYANG,13.01.03,LENGAYANG
1302070,SUTERA,13.01.08,SUTERA
1302080,BATANG KAPAS,13.01.04,BATANG KAPAS
1302090,IV JURAI,13.01.05,IV JURAI
1302100,BAYANG,13.01.06,BAYANG
1302101,IV  NAGARI BAYANG UTARA,13.01.12,IV NAGARI BAYANG UTARA
1302110,KOTO XI TARUSAN,13.01.07,KOTO XI TARUSAN
1303040,PANTAI CERMIN,13.02.03,PANTAI CERMIN
1303050,LEMBAH GUMANTI,13.02.04,LEMBAH GUMANTI
1303051,HILIRAN GUMANTI,13.02.17,HILIRAN GUMANTI
1303060,PAYUNG SEKAKI,13.02.05,PAYUNG SEKAKI
1303061,TIGO LURAH,13.02.18,TIGO LURAH
1303070,LEMBANG JAYA,13.02.06,LEMBANG JAYA
1303071,DANAU KEMBAR,13.02.19,DANAU KEMBAR
1303080,GUNUNG TALANG,13.02.07,GUNUNG TALANG
1303090,BUKIT SUNDI,13.02.08,BUKIT SUNDI
1303100,IX KOTO SUNGAI LASI,13.02.09,IX KOTO SUNGAI LASI
1303110,KUBUNG,13.02.10,KUBUNG
1303120,X KOTO DIATAS,13.02.12,X KOTO DIATAS
1303130,X KOTO SINGKARAK,13.02.11,X KOTO SINGKARAK
1303140,JUNJUNG SIRIH,13.02.13,JUNJUNG SIRIH
1304050,KAMANG BARU,13.03.06,KAMANG BARU
1304060,TANJUNG GADANG,13.03.03,TANJUNG GADANG
1304070,SIJUNJUNG,13.03.04,SIJUNJUNG
1304071,LUBUK TAROK,13.03.07,LUBUAK TAROK
1304080,IV NAGARI,13.03.05,IV NAGARI
1304090,KUPITAN,13.03.10,KUPITAN
1304100,KOTO TUJUH,13.03.08,KOTO VII
1304110,SUMPUR KUDUS,13.03.09,SUMPUR KUDUS
1305010,X KOTO,13.04.01,X KOTO
1305020,BATIPUH,13.04.02,BATIPUH
1305021,BATIPUAH SELATAN,13.04.14,BATIPUAH SELATAN
1305030,PARIANGAN,13.04.09,PARIANGAN
1305040,RAMBATAN,13.04.03,RAMBATAN
1305050,LIMA KAUM,13.04.04,LIMA KAUM
1305060,TANJUNG EMAS,13.04.05,TANJUNG EMAS
1305070,PADANG GANTING,13.04.11,PADANG GANTING
1305080,LINTAU BUO,13.04.06,LINTAU BUO
1305081,LINTAU BUO UTARA,13.04.13,LINTAU BUO UTARA
1305090,SUNGAYANG,13.04.07,SUNGAYANG
1305100,SUNGAI TARAB,13.04.08,SUNGAI TARAB
1305110,SALIMPAUNG,13.04.10,SALIMPAUNG
1305111,TANJUANG BARU,13.04.12,TANJUANG BARU
1306010,BATANG ANAI,13.05.02,BATANG ANAI
1306020,LUBUAK ALUANG,13.05.01,LUBUK ALUNG
1306021,SINTUAK TOBOH GADANG,13.05.11,SINTUAK TOBOH GADANG
1306030,ULAKAN TAPAKIH,13.05.10,ULAKAN TAPAKIH
1306040,NAN SABARIS,13.05.03,NAN SABARIS
1306050,2 X 11 ANAM LINGKUANG,13.05.04,2 X 11 ENAM
1306051,ANAM LINGKUANG,13.05.17,ENAM LINGKUNG
1306052,2 X 11 KAYU TANAM,13.05.15,2 X 11 KAYU TANAM
1306060,VII KOTO,13.05.05,VII KOTO SUNGAI SARIK
1306061,VII KOTO PATAMUAN,13.05.16,PATAMUAN
1306062,VII KOTO PADANG SAGO,13.05.12,PADANG SAGO
1306070,V KOTO,13.05.06,V KOTO KAMPUNG
1306071,V KOTO TIMUR,13.05.14,V KOTO TIMUR
1306080,SUNGAI LIMAU,13.05.08,SUNGAI LIMAU
1306081,BATANG GASAN,13.05.13,BATANG GASAN
1306090,SUNGAI GARINGGIANG,13.05.07,SUNGAI GARINGGING
1306100,IV KOTO AUA MALINTANG,13.05.09,IV KOTO AUR MALINTANG
1307010,TANJUNG MUTIARA,13.06.01,TANJUNG MUTIARA
1307020,LUBUK BASUNG,13.06.02,LUBUK BASUNG
1307021,AMPEK NAGARI,13.06.13,AMPEK NAGARI
1307030,TANJUNG RAYA,13.06.03,TANJUNG RAYA
1307040,MATUR,13.06.04,MATUR
1307050,IV KOTO,13.06.05,IV KOTO
1307051,MALALAK,13.06.16,MALALAK
1307061,BANUHAMPU,13.06.06,BANUHAMPU
1307062,SUNGAI PUA,13.06.12,SUNGAI PUA
1307070,AMPEK ANGKEK,13.06.07,AMPEK ANGKEK
1307071,CANDUANG,13.06.14,CANDUNG
1307080,BASO,13.06.08,BASO
1307090,TILATANG KAMANG,13.06.09,TILATANG KAMANG
1307091,KAMANG MAGEK,13.06.15,KAMANG MAGEK
1307100,PALEMBAYAN,13.06.11,PELEMBAYAN
1307110,PALUPUH,13.06.10,PALUPUH
1308010,PAYAKUMBUH,13.07.03,PAYAKUMBUH
1308011,AKABILURU,13.07.13,AKABILURU
1308020,LUAK,13.07.04,LUAK
1308021,LAREH SAGO HALABAN,13.07.09,LAREH SAGO HALABAN
1308022,SITUJUAH LIMO NAGARI,13.07.10,SITUJUAH LIMO NAGARI
1308030,HARAU,13.07.05,HARAU
1308040,GUGUAK,13.07.02,GUGUAK
1308041,MUNGKA,13.07.11,MUNGKA
1308050,SULIKI,13.07.01,SULIKI
1308051,BUKIK BARISAN,13.07.12,BUKIK BARISAN
1308060,GUNUANG OMEH,13.07.08,GUNUANG OMEH
1308070,KAPUR IX,13.07.07,KAPUR IX
1308080,PANGKALAN KOTO BARU,13.07.06,PANGKALAN KOTO BARU
1309070,BONJOL,13.08.04,BONJOL
1309071,TIGO NAGARI,13.08.13,TIGO NAGARI
1309072,SIMPANG ALAHAN MATI,13.08.16,SIMPANG ALAHAN MATI
1309080,LUBUK SIKAPING,13.08.05,LUBUK SIKAPING
1309100,DUA KOTO,13.08.12,DUO KOTO
1309110,PANTI,13.08.07,PANTI
1309111,PADANG GELUGUR,13.08.17,PADANG GELUGUR
1309121,RAO,13.08.14,RAO
1309122,MAPAT TUNGGUL,13.08.08,MAPAT TUNGGUL
1309123,MAPAT TUNGGUL SELATAN,13.08.15,MAPAT TUNGGUL SELATAN
1309124,RAO SELATAN,13.08.19,RAO SELATAN
1309125,RAO UTARA,13.08.18,RAO UTARA
1310010,SANGIR,13.11.01,SANGIR
1310020,SANGIR JUJUAN,13.11.04,SANGIR JUJUAN
1310021,SANGIR BALAI JANGGO,13.11.07,SANGIR BALAI JANGGO
1310030,SANGIR BATANG HARI,13.11.05,SANGIR BATANG HARI
1310040,SUNGAI PAGU,13.11.02,SUNGAI PAGU
1310041,PAUAH DUO,13.11.06,PAUH DUO
1310050,KOTO PARIK GADANG DIATEH,13.11.03,KOTO PARIK GADANG
1311010,SUNGAI RUMBAI,13.10.03,SUNGAI RUMBAI
1311011,KOTO BESAR,13.10.11,KOTO BESAR
1311012,ASAM JUJUHAN,13.10.10,ASAM JUJUHAN
1311020,KOTO BARU,13.10.01,KOTO BARU
1311021,KOTO SALAK,13.10.07,KOTO SALAK
1311022,TIUMANG,13.10.08,TIUMANG
1311023,PADANG LAWEH,13.10.09,PADANG LAWEH
1311030,SITIUNG,13.10.04,SITIUNG
1311031,TIMPEH,13.10.06,TIMPEH
1311040,PULAU PUNJUNG,13.10.02,PULAU PUNJUNG
1311041,IX KOTO,13.10.05,SEMBILAN KOTO
1312010,SUNGAI BEREMAS,13.12.01,SUNGAIBEREMAS
1312020,RANAH BATAHAN,13.12.07,RANAH BATAHAN
1312030,KOTO BALINGKA,13.12.08,KOTO BALINGKA
1312040,SUNGAI AUR,13.12.09,SUNGAIAUR
1312050,LEMBAH MELINTANG,13.12.02,LEMBAH MELINTANG
1312060,GUNUNG TULEH,13.12.06,GUNUNGTULEH
1312070,TALAMAU,13.12.04,TALAMAU
1312080,PASAMAN,13.12.03,PASAMAN
1312090,LUHAK NAN DUO,13.12.10,LUHAK NAN DUO
1312100,SASAK RANAH PASISIE,13.12.11,SASAK RANAH PESISIR
1312110,KINALI,13.12.05,KINALI
1371010,BUNGUS TELUK KABUNG,13.71.05,BUNGUS TELUK KABUNG
1371020,LUBUK KILANGAN,13.71.07,LUBUK KILANGAN
1371030,LUBUK BEGALUNG,13.71.06,LUBUK BEGALUNG
1371040,PADANG SELATAN,13.71.01,PADANG SELATAN
1371050,PADANG TIMUR,13.71.02,PADANG TIMUR
1371060,PADANG BARAT,13.71.03,PADANG BARAT
1371070,PADANG UTARA,13.71.04,PADANG UTARA
1371080,NANGGALO,13.71.10,NANGGALO
1371090,KURANJI,13.71.09,KURANJI
1371100,PAUH,13.71.08,PAUH
1371110,KOTO TANGAH,13.71.11,KOTO TANGAH
1372010,LUBUK SIKARAH,13.72.01,LUBUK SIKARAH
1372020,TANJUNG HARAPAN,13.72.02,TANJUNG HARAPAN
1373010,SILUNGKANG,13.73.03,SILUNGKANG
1373020,LEMBAH SEGAR,13.73.01,LEMBAH SEGAR
1373030,BARANGIN,13.73.02,BARANGIN
1373040,TALAWI,13.73.04,TALAWI
1374010,PADANG PANJANG BARAT,13.74.02,PADANG PANJANG BARAT
1374020,PADANG PANJANG TIMUR,13.74.01,PADANG PANJANG TIMUR
1375010,GUGUK PANJANG,13.75.01,GUGUAK PANJANG
1375020,MANDIANGIN KOTO SELAYAN,13.75.02,MANDIANGIN K. SELAYAN
1375030,AUR BIRUGO TIGO BALEH,13.75.03,AUR BIRUGO TIGO BALEH
1376010,PAYAKUMBUH BARAT,13.76.01,PAYAKUMBUH BARAT
1376011,PAYAKUMBUH SELATAN,13.76.05,PAYAKUMBUH SELATAN
1376020,PAYAKUMBUH TIMUR,13.76.03,PAYAKUMBUH TIMUR
1376030,PAYAKUMBUH UTARA,13.76.02,PAYAKUMBUH UTARA
1376031,LAMPOSI TIGO NAGORI,13.76.04,LAMPOSI TIGO NAGORI
1377010,PARIAMAN SELATAN,13.77.03,PARIAMAN SELATAN
1377020,PARIAMAN TENGAH,13.77.01,PARIAMAN TENGAH
1377021,PARIAMAN TIMUR,13.77.04,PARIAMAN TIMUR
1377030,PARIAMAN UTARA,13.77.02,PARIAMAN UTARA
1401010,KUANTAN MUDIK,14.09.01,KUANTAN MUDIK
1401011,HULU KUANTAN,14.09.12,HULU KUANTAN
1401012,GUNUNG TOAR,14.09.07,GUNUNGTOAR
1401013,PUCUK RANTAU,14.09.15,PUCUK RANTAU
1401020,SINGINGI,14.09.03,SINGINGI
1401021,SINGINGI HILIR,14.09.08,SINGINGI HILIR
1401030,KUANTAN TENGAH,14.09.02,KUANTAN TENGAH
1401031,SENTAJO RAYA,14.09.14,SENTAJO RAYA
1401040,BENAI,14.09.06,BENAI
1401050,KUANTAN HILIR,14.09.04,KUANTAN HILIR
1401051,PANGEAN,14.09.09,PANGEAN
1401052,LOGAS TANAH DARAT,14.09.10,LOGAS TANAH DARAT
1401053,KUANTAN HILIR SEBERANG,14.09.13,KUANTAN HILIR SEBERANG
1401060,CERENTI,14.09.05,CERENTI
1401061,INUMAN,14.09.11,INUMAN
1402010,PERANAP,14.02.05,PERANAP
