kode_bps,nama_bps,kode_dagri,nama_dagri
3602170,CIBADAK,36.02.18,CIBADAK
3602180,RANGKASBITUNG,36.02.14,RANGKASBITUNG
3602181,KALANGANYAR,36.02.24,KALANGANYAR
3602190,MAJA,36.02.13,MAJA
3602191,CURUGBITUNG,36.02.23,CURUG BITUNG
3603010,CISOKA,36.03.05,CISOKA
3603011,SOLEAR,36.03.31,SOLEAR
3603020,TIGARAKSA,36.03.03,TIGARAKSA
3603021,JAMBE,36.03.04,JAMBE
3603030,CIKUPA,36.03.18,CIKUPA
3603040,PANONGAN,36.03.19,PANONGAN
3603050,CURUG,36.03.17,CURUG
3603051,KELAPA DUA,36.03.28,KELAPA DUA
3603060,LEGOK,36.03.20,LEGOK
3603070,PAGEDANGAN,36.03.22,PAGEDANGAN
3603081,CISAUK,36.03.23,CISAUK
3603120,PASARKEMIS,36.03.12,PASAR KEMIS
3603121,SINDANG JAYA,36.03.29,SINDANG JAYA
3603130,BALARAJA,36.03.01,BALARAJA
3603131,JAYANTI,36.03.02,JAYANTI
3603132,SUKAMULYA,36.03.27,SUKAMULYA
3603140,KRESEK,36.03.06,KRESEK
3603141,GUNUNG KALER,36.03.32,GUNUNG KALER
3603150,KRONJO,36.03.07,KRONJO
3603151,MEKAR BARU,36.03.33,MEKAR BARU
3603160,MAUK,36.03.08,MAUK
3603161,KEMIRI,36.03.09,KEMIRI
3603162,SUKADIRI,36.03.10,SUKADIRI
3603170,RAJEG,36.03.11,RAJEG
3603180,SEPATAN,36.03.16,SEPATAN
3603181,SEPATAN TIMUR,36.03.30,SEPATAN TIMUR
3603190,PAKUHAJI,36.03.15,PAKUHAJI
3603200,TELUKNAGA,36.03.13,TELUKNAGA
3603210,KOSAMBI,36.03.14,KOSAMBI
3604010,CINANGKA,36.04.31,CINANGKA
3604020,PADARINCANG,36.04.29,PADARINCANG
3604030,CIOMAS,36.04.27,CIOMAS
3604040,PABUARAN,36.04.28,PABUARAN
3604041,GUNUNG SARI,36.04.33,GUNUNG SARI
3604050,BAROS,36.04.22,BAROS
3604060,PETIR,36.04.19,PETIR
3604061,TUNJUNG TEJA,36.04.20,TUNJUNG TEJA
3604080,CIKEUSAL,36.04.23,CIKEUSAL
3604090,PAMARAYAN,36.04.24,PAMARAYAN
3604091,BANDUNG,36.04.34,BANDUNG
3604100,JAWILAN,36.04.26,JAWILAN
3604110,KOPO,36.04.25,KOPO
3604120,CIKANDE,36.04.15,CIKANDE
3604121,KIBIN,36.04.16,KIBIN
3604130,KRAGILAN,36.04.11,KRAGILAN
3604180,WARINGINKURUNG,36.04.06,WARINGINKURUNG
3604190,MANCAK,36.04.32,MANCAK
3604200,ANYAR,36.04.30,ANYAR
3604210,BOJONEGARA,36.04.07,BOJONEGARA
3604211,PULO AMPEL,36.04.08,PULO AMPEL
3604220,KRAMATWATU,36.04.05,KRAMATWATU
3604240,CIRUAS,36.04.09,CIRUAS
3604250,PONTANG,36.04.12,PONTANG
3604251,LEBAK WANGI,36.04.35,LEBAK WANGI
3604260,CARENANG,36.04.17,CARENANG
3604261,BINUANG,36.04.18,BINUANG
3604270,TIRTAYASA,36.04.13,TIRTAYASA
3604271,TANARA,36.04.14,TANARA
3671010,CILEDUG,36.71.06,CILEDUG
3671011,LARANGAN,36.71.13,LARANGAN
3671012,KARANG TENGAH,36.71.12,KARANG TENGAH
3671020,CIPONDOH,36.71.05,CIPONDOH
3671021,PINANG,36.71.11,PINANG
3671030,TANGERANG,36.71.01,TANGERANG
3671031,KARAWACI,36.71.07,KARAWACI
3671040,JATI UWUNG,36.71.02,JATIUWUNG
3671041,CIBODAS,36.71.09,CIBODAS
3671042,PERIUK,36.71.08,PERIUK
3671050,BATUCEPER,36.71.03,BATUCEPER
3671051,NEGLASARI,36.71.10,NEGLASARI
3671060,BENDA,36.71.04,BENDA
3672010,CIWANDAN,36.72.04,CIWANDAN
3672011,CITANGKIL,36.72.08,CITANGKIL
3672020,PULOMERAK,36.72.03,PULOMERAK
3672021,PURWAKARTA,36.72.07,PURWAKARTA
3672022,GROGOL,36.72.06,GEROGOL
3672030,CILEGON,36.72.02,CILEGON
3672031,JOMBANG,36.72.05,JOMBANG
3672040,CIBEBER,36.72.01,CIBEBER
3673010,CURUG,36.73.04,CURUG
3673020,WALANTAKA,36.73.03,WALANTAKA
3673030,CIPOCOK JAYA,36.73.05,CIPOCOK JAYA
3673040,SERANG,36.73.01,SERANG
3673050,TAKTAKAN,36.73.06,TAKTAKAN
3673060,KASEMEN,36.73.02,KASEMEN
3674010,SETU,36.74.07,SETU
3674020,SERPONG,36.74.01,SERPONG
3674030,PAMULANG,36.74.06,PAMULANG
3674040,CIPUTAT,36.74.04,CIPUTAT
3674050,CIPUTAT TIMUR,36.74.05,CIPUTAT TIMUR
3674060,PONDOK AREN,36.74.03,PONDOK AREN
3674070,SERPONG UTARA,36.74.02,SERPONG UTARA
5101010,MELAYA,51.01.04,MELAYA
5101020,NEGARA,51.01.01,NEGARA
5101021,JEMBRANA,51.01.05,JEMBRANA
5101030,MENDOYO,51.01.02,MENDOYO
5101040,PEKUTATAN,51.01.03,PEKUTATAN
5102010,SELEMADEG,51.02.01,SELEMADEG
5102011,SELEMADEG TIMUR,51.02.02,SALAMADEG TIMUR
5102012,SELEMADEG BARAT,51.02.03,SALEMADEG BARAT
5102020,KERAMBITAN,51.02.04,KERAMBITAN
5102030,TABANAN,51.02.05,TABANAN
5102040,KEDIRI,51.02.06,KEDIRI
5102050,MARGA,51.02.07,MARGA
5102060,BATURITI,51.02.09,BATURITI
5102070,PENEBEL,51.02.08,PENEBEL
5102080,PUPUAN,51.02.10,PUPUAN
5103010,KUTA SELATAN,51.03.05,KUTA SELATAN
5103020,KUTA,51.03.01,KUTA
5103030,KUTA UTARA,51.03.06,KUTA UTARA
5103040,MENGWI,51.03.02,MENGWI
5103050,ABIANSEMAL,51.03.03,ABIANSEMAL
5103060,PETANG,51.03.04,PETANG
5104010,SUKAWATI,51.04.01,SUKAWATI
5104020,BLAHBATUH,51.04.02,BLAHBATUH
5104030,GIANYAR,51.04.03,GIANYAR
5104040,TAMPAKSIRING,51.04.04,TAMPAKSIRING
5104050,UBUD,51.04.05,UBUD
5104060,TEGALLALANG,51.04.06,TEGALLALANG
5104070,PAYANGAN,51.04.07,PAYANGAN
5105010,NUSAPENIDA,51.05.01,NUSA PENIDA
5105020,BANJARANGKAN,51.05.02,BANJARANGKAN
5105030,KLUNGKUNG,51.05.03,KLUNGKUNG
5105040,DAWAN,51.05.04,DAWAN
5106010,SUSUT,51.06.01,SUSUT
5106020,BANGLI,51.06.02,BANGLI
5106030,TEMBUKU,51.06.03,TEMBUKU
5106040,KINTAMANI,51.06.04,KINTAMANI
5107010,RENDANG,51.07.01,RENDANG
5107020,SIDEMEN,51.07.02,SIDEMEN
5107030,MANGGIS,51.07.03,MANGGIS
5107040,KARANGASEM,51.07.04,KARANGASEM
5107050,ABANG,51.07.05,ABANG
5107060,BEBANDEM,51.07.06,BEBANDEM
5107070,SELAT,51.07.07,SELAT
5107080,KUBU,51.07.08,KUBU
5108010,GEROKGAK,51.08.01,GEROKGAK
5108020,SERIRIT,51.08.02,SERIRIT
5108030,BUSUNGBIU,51.08.03,BUSUNGBIU
5108040,BANJAR,51.08.04,BANJAR
5108050,SUKASADA,51.08.05,SUKASADA
5108060,BULELENG,51.08.06,BULELENG
5108070,SAWAN,51.08.07,SAWAN
5108080,KUBUTAMBAHAN,51.08.08,KUBUTAMBAHAN
5108090,TEJAKULA,51.08.09,TEJAKULA
5171010,DENPASAR SELATAN,51.71.01,DENPASAR SELATAN
5171020,DENPASAR TIMUR,51.71.02,DENPASAR TIMUR
5171030,DENPASAR BARAT,51.71.03,DENPASAR BARAT
5171031,DENPASAR UTARA,51.71.04,DENPASAR UTARA
5201010,SEKOTONG,52.01.07,SEKOTONG
5201011,LEMBAR,52.01.13,LEMBAR
5201020,GERUNG,52.01.01,GERUNG
5201030,LABU API,52.01.08,LABUAPI
5201040,KEDIRI,52.01.02,KEDIRI
5201041,KURIPAN,52.01.15,KURIPAN
5201050,NARMADA,52.01.03,NARMADA
5201051,LINGSAR,52.01.12,LINGSAR
5201060,GUNUNG SARI,52.01.09,GUNUNGSARI
5201061,BATU LAYAR,52.01.14,BATU LAYAR
5202010,PRAYA BARAT,52.02.05,PRAYA BARAT
5202011,PRAYA BARAT DAYA,52.02.11,PRAYA BARAT DAYA
5202020,PUJUT,52.02.04,PUJUT
5202030,PRAYA TIMUR,52.02.06,PRAYA TIMUR
5202040,JANAPRIA,52.02.07,JANAPRIA
5202050,KOPANG,52.02.09,KOPANG
5202060,PRAYA,52.02.01,PRAYA
5202061,PRAYA TENGAH,52.02.10,PRAYA TENGAH
5202070,JONGGAT,52.02.02,JONGGAT
5202080,PRINGGARATA,52.02.08,PRINGGARATA
5202090,BATUKLIANG,52.02.03,BATUKLIANG
5202091,BATUKLIANG UTARA,52.02.12,BATUKLIANG UTARA
5203010,KERUAK,52.03.01,KERUAK
5203011,JEROWARU,52.03.20,JEROWARU
5203020,SAKRA,52.03.02,SAKRA
5203021,SAKRA BARAT,52.03.19,SAKRA BARAT
5203022,SAKRA TIMUR,52.03.18,SAKRA TIMUR
5203030,TERARA,52.03.03,TERARA
5203031,MONTONG GADING,52.03.11,MONTONG GADING
5203040,SIKUR,52.03.04,SIKUR
5203050,MASBAGIK,52.03.05,MASBAGIK
5203051,PRINGGASELA,52.03.12,PRINGGASELA
5203060,SUKAMULIA,52.03.06,SUKAMULIA
5203061,SURALAGA,52.03.13,SURALAGA
5203070,SELONG,52.03.07,SELONG
5203071,LABUHAN HAJI,52.03.17,LABUHAN HAJI
5203080,PRINGGABAYA,52.03.08,PRINGGABAYA
5203081,SUELA,52.03.16,SUWELA
5203090,AIKMEL,52.03.09,AIKMEL
5203091,WANASABA,52.03.14,WANASABA
5203092,SEMBALUN,52.03.15,SEMBALUN
5203093,LENEK,52.03.21,LENEK
5203100,SAMBELIA,52.03.10,SAMBELIA
5204020,LUNYUK,52.04.02,LUNYUK
5204130,PLAMPANG,52.04.13,PLAMPANG
5204021,ORONG TELU,52.04.28,ORONG TELU
5204050,ALAS,52.04.05,ALAS
5204051,ALAS BARAT,52.04.17,ALAS BARAT
5204052,BUER,52.04.20,BUER
5204061,UTAN,52.04.06,UTAN
5204062,RHEE,52.04.21,RHEE
5204070,BATULANTEH,52.04.07,BATU LANTEH
5204080,SUMBAWA,52.04.08,SUMBAWA
5204081,LABUHAN BADAS,52.04.18,LABUHAN BADAS
5204082,UNTER IWES,52.04.22,UNTER IWES
5204090,MOYO HILIR,52.04.09,MOYO HILIR
5204091,MOYO UTARA,52.04.23,MOYO UTARA
5204100,MOYO HULU,52.04.10,MOYO HULU
5204110,ROPANG,52.04.11,ROPANG
5204111,LENANGGUAR,52.04.27,LENANGGUAR
5204112,LANTUNG,52.04.29,LANTUNG
5204121,LAPE,52.04.12,LAPE
5204122,LOPOK,52.04.26,LOPOK
5204131,LABANGKA,52.04.19,LABANGKA
5204132,MARONGE,52.04.24,MARONGE
5204140,EMPANG,52.04.14,EMPANG
5204141,TARANO,52.04.25,TARANO
5205010,HU'U,52.05.03,HU'U
5205011,PAJO,52.05.08,PAJO
5205020,DOMPU,52.05.01,DOMPU
5205030,WOJA,52.05.05,WOJA
5205040,KILO,52.05.04,KILO
5205050,KEMPO,52.05.02,KEMPO
5205051,MANGGALEWA,52.05.07,MANGGALEWA
5205060,PEKAT,52.05.06,PEKAT
5206010,MONTA,52.06.01,MONTA
5206011,PARADO,52.06.16,PARADO
5206020,BOLO,52.06.02,BOLO
5206021,MADA PANGGA,52.06.13,MADAPANGGA
5206030,WOHA,52.06.03,WOHA
5206040,BELO,52.06.04,BELO
5206041,PALIBELO,52.06.18,PALIBELO
5206050,WAWO,52.06.05,WAWO
5206051,LANGGUDU,52.06.11,LANGGUDU
5206052,LAMBITU,52.06.17,LAMBITU
5206060,SAPE,52.06.06,SAPE
5206061,LAMBU,52.06.12,LAMBU
5206070,WERA,52.06.07,WERA
5206071,AMBALAWI,52.06.10,AMBALAWI
5206080,DONGGO,52.06.08,DONGGO
5206081,SOROMANDI,52.06.15,SOROMANDI
5206090,SANGGAR,52.06.09,SANGGAR
5206091,TAMBORA,52.06.14,TAMBORA
5207010,SEKONGKANG,52.07.04,SEKONGKANG
5207020,JEREWEH,52.07.01,JEREWEH
5207021,MALUK,52.07.08,MALUK
5207030,TALIWANG,52.07.02,TALIWANG
5207031,BRANG ENE,52.07.07,BRANG ENE
5207040,BRANG REA,52.07.05,BRANG REA
5207050,SETELUK,52.07.03,SETELUK
5207051,POTO TANO,52.07.06,POTO TANO
5208010,PEMENANG,52.08.05,PEMENANG
5208020,TANJUNG,52.08.01,TANJUNG
5208030,GANGGA,52.08.02,GANGGA
5208040,KAYANGAN,52.08.03,KAYANGAN
5208050,BAYAN,52.08.04,BAYAN
5271010,AMPENAN,52.71.01,AMPENAN
5271011,SEKARBELA,52.71.04,SEKARBELA
5271020,MATARAM,52.71.02,MATARAM
5271021,SELAPARANG,52.71.05,SELAPRANG
5271030,CAKRANEGARA,52.71.03,CAKRANEGARA
5271031,SANDUBAYA,52.71.06,SANDUBAYA
5272010,RASANAE BARAT,52.72.01,RASANAE BARAT
5272011,MPUNDA,52.72.05,MPUNDA
5272020,RASANAE TIMUR,52.72.02,RASANAE TIMUR
5272021,RABA,52.72.04,RABA
5272030,ASAKOTA,52.72.03,ASAKOTA
5301021,LAMBOYA,53.12.12,LAMBOYA
5301022,WANOKAKA,53.12.11,WANOKAKA
5301023,LABOYA BARAT,53.12.18,LABOYA BARAT
5301050,LOLI,53.12.10,LOLI
5301060,KOTA WAIKABUBAK,53.12.15,KOTA WAIKABUBAK
5301072,TANA RIGHU,53.12.04,TANA RIGHU
5302010,LEWA,53.11.03,LEWA
5302011,NGGAHA ORIANGU,53.11.04,NGGAHA ORI ANGU
5302012,LEWA TIDAHU,53.11.18,LEWA TIDAHU
5302013,KATALA HAMU LINGU,53.11.19,KATALA HAMU LINGU
5302020,TABUNDUNG,53.11.05,TABUNDUNG
5302021,PINUPAHAR,53.11.06,PINU PAHAR
5302030,PABERIWAI,53.11.12,PABERIWAI
5302031,KARERA,53.11.13,KARERA
5302032,MATAWAI LA PAWU,53.11.15,MATAWAI LA PAWU
5302033,KAHAUNGU ETI,53.11.14,KAHAUNGU ETI
5302034,MAHU,53.11.22,MAHU
5302035,NGADU NGALA,53.11.21,NGADU NGALA
5302040,PAHUNGA LODU,53.11.10,PAHUNGA LODU
5302041,WULA WAIJELU,53.11.11,WULLA WAIJELU
5302051,RINDI,53.11.09,RINDI
5302052,UMALULU,53.11.08,UMALULU
5302060,PANDAWAI,53.11.07,PANDAWAI
5302061,KAMBATA MAPAMBUHANG,53.11.17,KAMBATA
5302070,KOTA WAINGAPU,53.11.01,KOTA WAINGAPU
5302071,KAMBERA,53.11.16,KAMBERA
5302080,HAHARU,53.11.02,HAHARU
5302081,KANATANG,53.11.20,KANATANG
5303100,SEMAU,53.01.04,SEMAU
5303101,SEMAU SELATAN,53.01.23,SEMAU SELATAN
5303110,KUPANG BARAT,53.01.05,KUPANG BARAT
5303111,NEKAMESE,53.01.16,NEKAMESE
5303120,KUPANG TENGAH,53.01.08,KUPANG TENGAH
5303121,TAEBENU,53.01.24,TAEBENU
5303130,AMARASI,53.01.09,AMARASI
5303131,AMARASI BARAT,53.01.17,AMARASI BARAT
5303132,AMARASI SELATAN,53.01.18,AMARASI SELATAN
5303133,AMARASI TIMUR,53.01.19,AMARASI TIMUR
5303140,KUPANG TIMUR,53.01.06,KUPANG TIMUR
5303141,AMABI OEFETO TIMUR,53.01.20,AMABI OEFETO TIMUR
5303142,AMABI OEFETO,53.01.25,AMABI OEFETO
5303150,SULAMU,53.01.07,SULAMU
5303160,FATULEU,53.01.10,FATULEU
5303161,FATULEU TENGAH,53.01.28,FATULEU TENGAH
5303162,FATULEU BARAT,53.01.27,FATULEU BARAT
5303170,TAKARI,53.01.11,TAKARI
5303180,AMFOANG SELATAN,53.01.12,AMFOANG SELATAN
5303181,AMFOANG BARAT DAYA,53.01.21,AMFOANG BARAT DAYA
5303182,AMFOANG TENGAH,53.01.30,AMFOANG TENGAH
5303190,AMFOANG UTARA,53.01.13,AMFOANG UTARA
5303191,AMFOANG BARAT LAUT,53.01.22,AMFOANG BARAT LAUT
5303192,AMFOANG TIMUR,53.01.26,AMFOANG TIMUR
5304010,MOLLO UTARA,53.02.03,MOLLO UTARA
5304011,FATUMNASI,53.02.12,FATUMNASI
5304012,TOBU,53.02.31,TOBU
5304013,NUNBENA,53.02.32,NUNBENA
5304020,MOLLO SELATAN,53.02.02,MOLLO SELATAN
5304021,POLEN,53.02.13,POLEN
5304022,MOLLO BARAT,53.02.22,MOLLO BARAT
5304023,MOLLO TENGAH,53.02.30,MOLLO TENGAH
5304030,KOTA SOE,53.02.01,KOTA SOE
5304040,AMANUBAN BARAT,53.02.07,AMANUBAN BARAT
5304041,BATU PUTIH,53.02.14,BATU PUTIH
5304042,KUATNANA,53.02.27,KUATNANA
5304050,AMANUBAN SELATAN,53.02.06,AMANUBAN SELATAN
5304051,NOEBEBA,53.02.26,NOEBEBA
5304060,KUAN FATU,53.02.11,KUANFATU
5304061,KUALIN,53.02.21,KUALIN
5304070,AMANUBAN TENGAH,53.02.05,AMANUBAN TENGAH
5304071,KOLBANO,53.02.19,KOLBANO
5304072,OENINO,53.02.18,OENINO
5304080,AMANUBAN TIMUR,53.02.04,AMANUBAN TIMUR
5304081,FAUTMOLO,53.02.28,FAUTMOLO
5304082,FATUKOPA,53.02.29,FATUKOPA
5304090,KIE,53.02.10,KI'E
5304091,KOT'OLIN,53.02.20,KOT OLIN
5304100,AMANATUN SELATAN,53.02.08,AMANATUN SELATAN
5304101,BOKING,53.02.15,BOKING
5304102,NUNKOLO,53.02.17,NUNKOLO
5304103,NOEBANA,53.02.24,NOEBANA
5304104,SANTIAN,53.02.25,SANTIAN
5304110,AMANATUN UTARA,53.02.09,AMANATUN UTARA
5304111,TOIANAS,53.02.16,TOIANAS
5304112,KOKBAUN,53.02.23,KOK BAUN
5305010,MIOMAFFO BARAT,53.03.02,MIOMAFO BARAT
5305011,MIOMAFFO TENGAH,53.03.11,MIOMAFFO TENGAH
5305012,MUSI,53.03.12,MUSI
5305013,MUTIS,53.03.13,MUTIS
5305020,MIOMAFFO TIMUR,53.03.01,MIOMAFO TIMUR
5305021,NOEMUTI,53.03.04,NOEMUTI
5305022,BIKOMI SELATAN,53.03.14,BIKOMI SELATAN
5305023,BIKOMI TENGAH,53.03.15,BIKOMI TENGAH
5305024,BIKOMI NILULAT,53.03.16,BIKOMI NILULAT
5305025,BIKOMI UTARA,53.03.17,BIKOMI UTARA
5305026,NAIBENU,53.03.18,NAIBENU
5305027,NOEMUTI TIMUR,53.03.10,NOEMUTI TIMUR
5305030,KOTA KEFAMENANU,53.03.05,KOTA KEFAMENANU
5305040,INSANA,53.03.08,INSANA
5305041,INSANA UTARA,53.03.09,INSANA UTARA
5305042,INSANA BARAT,53.03.20,INSANA BARAT
5305043,INSANA TENGAH,53.03.21,INSANA TENGAH
5305044,INSANA FAFINESU,53.03.19,INSANA FAFINESU
5305050,BIBOKI SELATAN,53.03.03,BIBOKI SELATAN
5305051,BIBOKI TANPAH,53.03.22,BIBOKI TAN PAH
5305052,BIBOKI MOENLEU,53.03.23,BIBOKI MOENLEU
5305060,BIBOKI UTARA,53.03.06,BIBOKI UTARA
5305061,BIBOKI ANLEU,53.03.07,BIBOKI ANLEU
5305062,BIBOKI FEOTLEU,53.03.24,BIBOKI FEOTLEU
5306032,RAI MANUK,53.04.13,RAIMANUK
5306050,TASIFETO BARAT,53.04.04,TASIFETO BARAT
5306051,KAKULUK MESAK,53.04.05,KAKULUK MESAK
5306052,NANAET DUABESI,53.04.23,NANAET DUABESI
5306060,ATAMBUA,53.04.12,KOTA ATAMBUA
5306061,ATAMBUA BARAT,53.04.21,ATAMBUA BARAT
5306062,ATAMBUA SELATAN,53.04.22,ATAMBUA SELATAN
5306070,TASIFETO TIMUR,53.04.02,TASIFETOTIMUR
5306071,RAIHAT,53.04.03,RAIHAT
5306072,LASIOLAT,53.04.17,LASIOLAT
5306080,LAMAKNEN,53.04.01,LAMAKNEN
5306081,LAMAKNEN SELATAN,53.04.18,LAMAKNEN SELATAN
5307010,PANTAR,53.05.06,PANTAR
5307011,PANTAR BARAT,53.05.09,PANTAR BARAT
5307012,PANTAR TIMUR,53.05.14,PANTAR TIMUR
5307013,PANTAR BARAT LAUT,53.05.17,PANTAR BARU LAUT
5307014,PANTAR TENGAH,53.05.16,PANTAR TENGAH
5307020,ALOR BARAT DAYA,53.05.03,ALOR BARAT DAYA
5307021,MATARU,53.05.12,MATARU
5307030,ALOR SELATAN,53.05.04,ALOR SELATAN
5307040,ALOR TIMUR,53.05.05,ALOR TIMUR
5307041,ALOR TIMUR LAUT,53.05.08,ALOR TIMUR LAUT
5307042,PUREMAN,53.05.13,PUREMAN
5307050,TELUK MUTIARA,53.05.01,TELUK MUTIARA
5307051,KABOLA,53.05.10,KABOLA
5307060,ALOR BARAT LAUT,53.05.02,ALOR BARAT LAUT
5307061,ALOR TENGAH UTARA,53.05.07,ALOR TENGAH UTARA
5307062,PULAU PURA,53.05.11,PULAU PURA
5307063,LEMBUR,53.05.15,LEMBUR
5308010,NAGAWUTUNG,53.13.01,NAGA WUTUNG
5308011,WULANDONI,53.13.08,WULANDONI
5308020,ATADEI,53.13.02,ATADEI
5308030,ILE APE,53.13.03,ILE APE
5308031,ILE APE TIMUR,53.13.09,ILE APE TIMUR
5308040,LEBATUKAN,53.13.04,LEBATUKAN
5308050,NUBATUKAN,53.13.05,NUBATUKAN
5308060,OMESURI,53.13.06,OMESURI
5308070,BUYASARI,53.13.07,BUYASURI
5309010,WULANGGITANG,53.06.01,WULANGGITANG
5309011,TITEHENA,53.06.02,TITEHENA
5309012,ILEBURA,53.06.16,ILE BURA
5309020,TANJUNG BUNGA,53.06.05,TANJUNG BUNGA
5309021,LEWO LEMA,53.06.15,LEWOLEMA
5309030,LARANTUKA,53.06.03,LARANTUKA
5309031,ILE MANDIRI,53.06.04,ILE MANDIRI
5309032,DEMON PAGONG,53.06.14,DEMON PAGONG
5309040,SOLOR BARAT,53.06.06,SOLOR BARAT
5309041,SOLOR SELATAN,53.06.19,SOLOR SELATAN
5309050,SOLOR TIMUR,53.06.07,SOLOR TIMUR
5309060,ADONARA BARAT,53.06.08,ADONARA BARAT
5309061,WOTAN ULU MADO,53.06.09,WOTAN ULUMANDO
5309062,ADONARA TENGAH,53.06.18,ADONARA TENGAH
5309070,ADONARA TIMUR,53.06.10,ADONARA TIMUR
5309071,ILE BOLENG,53.06.13,ILE BOLENG
5309072,WITIHAMA,53.06.12,WITIHAMA
5309073,KELUBAGOLIT,53.06.11,KELUBAGOLIT
5309074,ADONARA,53.06.17,ADONARA
5310010,PAGA,53.07.01,PAGA
5310011,MEGO,53.07.02,MEGO
5310012,TANA WAWO,53.07.17,TANA WAWO
5310020,LELA,53.07.03,LELA
5310030,BOLA,53.07.11,BOLA
5310031,DORENG,53.07.20,DORENG
5310032,MAPITARA,53.07.21,MAPITARA
5310040,TALIBURA,53.07.08,TALIBURA
5310041,WAIGETE,53.07.09,WAIGETE
5310042,WAIBLAMA,53.07.13,WAIBLAMA
5310050,KEWAPANTE,53.07.10,KEWAPANTE
5310051,HEWOKLOANG,53.07.18,HEWOKLOANG
5310052,KANGAE,53.07.19,KANGAE
5310061,PALUE,53.07.06,PALUE
5310062,KOTING,53.07.16,KOTING
5310063,NELLE,53.07.07,NELLE
5310070,NITA,53.07.04,NITA
5310071,MAGEPANDA,53.07.12,MAGEPANDA
5310080,ALOK,53.07.05,ALOK
5310081,ALOK BARAT,53.07.14,ALOK BARAT
5310082,ALOK TIMUR,53.07.15,ALOK TIMUR
5311010,NANGAPANDA,53.08.01,NANGAPANDA
5311011,PULAU ENDE,53.08.02,PULAU ENDE
5311012,MAUKARO,53.08.11,MAUKARO
5311020,ENDE,53.08.03,ENDE
5311030,ENDE SELATAN,53.08.04,ENDE SELATAN
5311031,ENDE TIMUR,53.08.20,ENDE TIMUR
5311032,ENDE TENGAH,53.08.19,ENDE TENGAH
5311033,ENDE UTARA,53.08.18,ENDE UTARA
5311040,NDONA,53.08.05,NDONA
5311041,NDONA TIMUR,53.08.16,NDONA TIMUR
5311050,WOLOWARU,53.08.08,WOLOWARU
5311051,WOLOJITA,53.08.09,WOLOJITA
5311052,LIO TIMUR,53.08.12,LIO TIMUR
5311053,KELIMUTU,53.08.14,KELIMUTU
5311054,NDORI,53.08.17,NDORI
5311060,MAUROLE,53.08.10,MAUROLE
5311061,KOTABARU,53.08.13,KOTA BARU
5311062,DETUKELI,53.08.15,DETUKELI
5311063,LEPEMBUSU KELISOKE,53.08.21,LEPEMBUSU KELISOKE
5311070,DETUSOKO,53.08.06,DETUSOKO
5311071,WEWARIA,53.08.07,WEWARIA
5312010,AIMERE,53.09.01,AIMERE
5312011,JEREBUU,53.09.12,JEREBUU
5312012,INERIE,53.09.20,INERIE
5312020,BAJAWA,53.09.06,BAJAWA
5312030,GOLEWA,53.09.02,GOLEWA
5312031,GOLEWA SELATAN,53.09.18,GOLEWA SELATAN
5312032,GOLEWA BARAT,53.09.19,GOLEWA BARAT
5312070,BAJAWA UTARA,53.09.15,BAJAWA UTARA
5312071,SOA,53.09.07,SOA
5312080,RIUNG,53.09.09,RIUNG
5312081,RIUNG BARAT,53.09.14,RIUNG BARAT
5312082,WOLOMEZE,53.09.16,WOLOMEZE
5313040,SATAR MESE,53.10.05,SATAR MESE
5313041,SATAR MESE BARAT,53.10.13,SATAR MESE BARAT
5313042,SATAR MESE UTARA,53.10.18,SATAR MESE UTARA
5313110,LANGKE REMBONG,53.10.12,LANGKE REMBONG
5313120,RUTENG,53.10.03,RUTENG
5313121,WAE RII,53.10.01,WAE RII
5313122,LELAK,53.10.15,LELAK
5313123,RAHONG UTARA,53.10.14,RAHONG UTARA
5313130,CIBAL,53.10.06,CIBAL
5313131,CIBAL BARAT,53.10.17,CIBAL BARAT
5313140,REOK,53.10.11,REOK
5313141,REOK BARAT,53.10.16,REOK BARAT
5314010,ROTE BARAT DAYA,53.14.01,ROTE BARAT DAYA
5314021,LOAHOLU,53.14.02,ROTE BARAT LAUT
5314030,LOBALAIN,53.14.03,LOBALAIN
5314040,ROTE TENGAH,53.14.04,ROTE TENGAH
5314041,ROTE SELATAN,53.14.08,ROTE  SELATAN
5314050,PANTAI BARU,53.14.05,PANTAI BARU
5314060,ROTE TIMUR,53.14.06,ROTE TIMUR
5314061,LANDU LEKO,53.14.10,LANDU LEKO
5314070,ROTE BARAT,53.14.07,ROTE BARAT
5314071,NDAO NUSE,53.14.09,NDAO NUSE
5315010,KOMODO,53.15.05,KOMODO
5315011,BOLENG,53.15.06,BOLENG
5315020,SANO NGGOANG,53.15.04,SANO NGGOANG
5315021,MBELILING,53.15.10,MBELILING
5315030,LEMBOR,53.15.03,LEMBOR
5315031,WELAK,53.15.07,WELAK
5315032,LEMBOR SELATAN,53.15.09,LEMBOR SELATAN
5315040,KUWUS,53.15.02,KUWUS
5315041,NDOSO,53.15.08,NDOSO
5315042,KUWUS BARAT,53.15.12,KUWUS BARAT
5315050,MACANG PACAR,53.15.01,MACANG PACAR
5315051,PACAR,53.15.11,PACAR
5316010,KATIKUTANA,53.17.01,KATIKU TANA
5316011,KATIKUTANA SELATAN,53.17.05,KATIKU TANA SELATAN
5316020,UMBU RATU NGGAY BARAT,53.17.02,UMBU RATU NGGAY BARAT
